sku;itemName;unitUpc;caseUpc;quantity;unitPrice;total
019790;Arizona Hard Green Tea 12 Pack (22 oz Cans);00613008763749;00613008763770;1;30.49;30.49
019791;Arizona Hard Peach Tea 12 Pack (22 oz Cans);00613008763756;00613008763787;1;30.49;30.49
018303;Bud Light 15 Pack (25 oz Cans);00018200250019;00018200532511;1;33.8;33.8
011500;Bud Light 18 Pack (12 oz Cans);00018200001062;00018200532184;2;16.65;33.3
031100;Bud Light 20 Pack (12 oz Bottles);00018200001697;00018200530258;6;17.45;104.7
034000;Bud Light 2x 12 Pack (12 oz Bottles);00018200001697;00018200533600;4;26.7;106.8
034000;Bud Light 2x 12 Pack (12 oz Bottles);00018200001697;00018200533600;-1;26.7;-23.2
016000;Bud Light 30 Pack (12 oz Cans);00018200001062;00018200530302;2;28.1;56.2
048720;Bud Light 3x 8 Pack (16 oz Aluminum Bottles);00018200007958;00018200960215;1;32.65;32.65
025155;Bud Light Chelada with Clamato 6x 4 Pack (16 oz Cans);00018200008665;00018200963711;1;42.25;42.25
018302;Budweiser Chelada with Clamato 15 Pack (25 oz Cans);00018200255090;00018200958717;1;42.9;42.9
024100;Busch Beer 4x 6 Pack (16 oz Cans);00018200000638;00018200610431;1;23.3;23.3
016600;Busch Light 30 Pack (12 oz Cans);00018200001888;00018200860317;4;21.95;87.8
020317;Jumex Hard Nectar Pineapple Coconut 22oz 12x 22 oz Can;00613008773182;00613008773199;1;30.49;30.49
020316;Jumex Hard Nectar Strawberry 22oz 12x 22 oz Can;00613008773151;00613008773168;0;30.49;0
030504;Michelob Ultra 18 Pack (12 oz Bottles);00018200003325;00018200966248;3;21.65;64.95
012600;Michelob Ultra 18 Pack (12 oz Cans);00018200003349;00018200967214;3;21.65;64.95
015200;Michelob Ultra 24 Pack (12 oz Cans);00018200003349;00018200967153;6;28.5;171
036200;Michelob Ultra 2x 12 Pack (12 oz Bottles);00018200003325;00018200967696;2;31.6;63.2
013305;Michelob Ultra 2x 12 Pack (16 oz Aluminum Bottles);00018200006654;00018200283925;2;35.25;70.5
015032;Michelob Ultra Lime 2x 12 Pack (12 oz Bottles);00018200007941;00018200200199;1;33.1;33.1
