sku;itemName;unitUpc;caseUpc;quantity;unitPrice;total
018303;Bud Light 15 Pack (25 oz Cans);00018200250019;00018200532511;1;33.8;33.8
011500;Bud Light 18 Pack (12 oz Cans);00018200001062;00018200532184;2;16.65;33.3
031100;Bud Light 20 Pack (12 oz Bottles);00018200001697;00018200530258;8;17.45;139.6
034000;Bud Light 2x 12 Pack (12 oz Bottles);00018200001697;00018200533600;1;26.7;26.7
018000;Bud Light 2x 12 Pack (12 oz Cans);00018200001062;00018200532467;2;26.7;53.4
016000;Bud Light 30 Pack (12 oz Cans);00018200001062;00018200530302;4;28.1;112.4
018309;Bud Light Chelada Extra Lime made with Clamato 15 Pack (25 oz Cans);00018200255274;00018200958519;1;42.9;42.9
017064;Bud Light Chelada with Clamato 2x 12 Pack (12 oz Cans);00018200002304;00018200290619;2;31.6;63.2
013922;Bud Light Platinum 4x 6 Pack (12 oz Bottles);00018200009075;00018200961182;1;31.1;31.1
026827;Budweiser 6x 4 Pack (16 oz Cans);00018200005374;00018200110443;1;32.55;32.55
018302;Budweiser Chelada with Clamato 15 Pack (25 oz Cans);00018200255090;00018200958717;1;42.9;42.9
024100;Busch Beer 4x 6 Pack (16 oz Cans);00018200000638;00018200610431;1;23.3;23.3
018900;Busch Light 2x 12 Pack (12 oz Cans);00018200001888;00018200862489;1;21.5;21.5
020033;Happy Dad Grape (Death Row) 2x 12 Pack (12 oz Cans);00850046522130;00850046522147;1;30.0;30.0
020031;Happy Dad Hard Seltzer Fruit Punch 2x 12 Pack (12 oz Cans);00084173940035;00084173940059;1;30.0;30.0
020035;Happy Dad Hard Seltzer Variety Pack 2x 12 Pack (12 oz Cans);00084173968176;00084173968176;1;30.0;30.0
020043;Happy Dad Hard Tea Variety Pack 2x 12 Pack (12 oz Cans);00100000000007;20850046522912;1;30.0;30.0
018048;Michelob Ultra 15 Pack (25 oz Cans);00018200250101;00018200960116;1;41.85;41.85
015200;Michelob Ultra 24 Pack (12 oz Cans);00018200003349;00018200967153;12;28.5;342
036200;Michelob Ultra 2x 12 Pack (12 oz Bottles);00018200003325;00018200967696;1;31.6;31.6
019700;Michelob Ultra 2x 12 Pack (12 oz Cans);00018200003349;00018200967313;10;31.6;316
013305;Michelob Ultra 2x 12 Pack (16 oz Aluminum Bottles);00018200006654;00018200283925;1;35.25;35.25
015032;Michelob Ultra Lime 2x 12 Pack (12 oz Bottles);00018200007941;00018200200199;2;33.1;66.2
014292;Michelob Ultra Pure Gold 2x 12 Pack (12 oz Cans);00018200259432;00018200285417;1;33.1;33.1
013353;Natural Light 2x 15 Pack (12 oz Cans);00018200000317;00018200200779;3;21.95;65.85
024800;Natural Light 4x 6 Pack (16 oz Cans);00018200000430;00018200150432;2;22.01;44.02
047420;Rolling Rock 4x 6 Pack (12 oz Bottles);00071439000336;00071439000466;1;25;25
047807;Shock Top Belgian White 4x 6 Pack (12 oz Bottles);00018200008672;00018200963704;1;34.15;34.15
