sku;itemName;unitUpc;caseUpc;quantity;unitPrice;total
019566;Beatbox Cherry Limeade 11% Malt 12x 500 ml Carton;00850059195109;00850059195116;1;35.42;35.42
018305;Bud Ice 15 Pack (25 oz Cans);00018200250064;00018200372513;1;31.56;31.56
011500;Bud Light 18 Pack (12 oz Cans);00018200001062;00018200532184;3;16.65;49.95
034000;Bud Light 2x 12 Pack (12 oz Bottles);00018200001697;00018200533600;3;26.7;80.1
018000;Bud Light 2x 12 Pack (12 oz Cans);00018200001062;00018200532467;4;26.7;106.8
029100;Bud Light 4x 6 Pack (7 oz Bottles);00018200001918;00018200532658;1;21.25;21.25
025106;Bud Light 6x 4 Pack (16 oz Cans);00018200005381;00018200530449;2;32.55;65.1
025155;Bud Light Chelada with Clamato 6x 4 Pack (16 oz Cans);00018200008665;00018200963711;1;42.25;42.25
030800;Budweiser 20 Pack (12 oz Bottles);00018200001680;00018200110252;1;17.45;17.45
017700;Budweiser 2x 12 Pack (12 oz Cans);00018200000164;00018200112461;1;26.7;26.7
020700;Budweiser 3x 8 Pack (16 oz Cans);00018200000188;00018200966743;1;32.7;32.7
020316;Jumex Hard Nectar Strawberry 22oz 12x 22 oz Can;00613008773151;00613008773168;1;30.49;30.49
018048;Michelob Ultra 15 Pack (25 oz Cans);00018200250101;00018200960116;1;41.85;41.85
012600;Michelob Ultra 18 Pack (12 oz Cans);00018200003349;00018200967214;2;21.65;43.3
015200;Michelob Ultra 24 Pack (12 oz Cans);00018200003349;00018200967153;6;28.5;171
042800;Michelob Ultra 4x 6 Pack (12 oz Bottles);00018200003325;00018200967702;1;31.1;31.1
024600;Michelob Ultra 4x 6 Pack (16 oz Cans);00018200001581;00018200287381;2;34.75;69.5
015030;Michelob Ultra Lime 2x 12 Pack (12 oz Cans);00018200004490;00018200169847;1;33.1;33.1
013353;Natural Light 2x 15 Pack (12 oz Cans);00018200000317;00018200200779;1;21.95;21.95
